key,fare_amount
2011-06-24 12:03:00.00000089,11.284055
2011-06-24 12:03:00.000000109,11.284273
2011-06-24 12:03:00.00000074,11.284401
2011-06-24 12:03:00.000000113,11.284396
2011-06-24 12:03:00.00000044,11.284302
2011-06-24 12:03:00.000000183,11.284719
2011-06-24 12:03:00.00000047,11.284266
2011-06-24 12:03:00.0000006,11.284324
2011-06-24 12:03:00.0000005,11.284305
2011-06-24 12:03:00.000000200,11.284223
2011-06-24 12:03:00.000000127,11.28425
2011-06-24 12:03:00.000000120,11.284047
2011-06-24 12:03:00.000000133,11.2847395
2011-06-24 12:03:00.00000073,11.284502
2011-06-24 12:03:00.000000101,11.284559
2011-06-24 12:03:00.000000187,11.284524
2011-06-24 12:03:00.000000122,11.284522
2011-06-24 12:03:00.000000175,11.284201
2011-06-24 12:03:00.000000154,11.284294
2011-06-24 12:03:00.000000197,11.284576
2011-06-24 12:03:00.00000017,11.284302
2011-06-24 12:03:00.000000186,11.284139
2011-06-24 12:03:00.00000020,11.284237
2011-06-24 12:03:00.00000035,11.284404
2011-06-24 12:03:00.000000193,11.284099
2011-06-24 12:03:00.000000201,11.28437
2011-06-24 12:03:00.00000054,11.284284
2011-06-24 12:03:00.00000075,11.284245
2011-06-24 12:03:00.000000114,11.284271
2011-06-24 12:03:00.00000062,11.28444
2011-06-24 12:03:00.00000055,11.284296
2011-06-24 12:03:00.00000025,11.284594
2011-06-24 12:03:00.00000022,11.28428
2011-06-24 12:03:00.000000144,11.28416
2011-06-24 12:03:00.000000177,11.284219
2011-06-24 12:03:00.000000124,11.284441
2011-06-24 12:03:00.00000094,11.284149
2011-06-24 12:03:00.00000041,11.284546
2011-06-24 12:03:00.000000141,11.284319
2011-06-24 12:03:00.00000092,11.28454
2011-06-24 12:03:00.000000189,11.2839365
2011-06-24 12:03:00.000000171,11.284299
2011-06-24 12:03:00.000000157,11.28427
2011-06-24 12:03:00.000000179,11.284363
2011-06-24 12:03:00.000000107,11.284674
2011-06-24 12:03:00.00000095,11.284236
2011-06-24 12:03:00.00000076,11.284568
2011-06-24 12:03:00.000000156,11.28428
2011-06-24 12:03:00.000000111,11.284471
2011-06-24 12:03:00.000000116,11.284591
2011-06-24 12:03:00.00000033,11.283721
2011-06-24 12:03:00.00000082,11.284291
2011-06-24 12:03:00.00000078,11.284096
2011-06-24 12:03:00.00000051,11.284427
2011-06-24 12:03:00.000000143,11.284554
2011-06-24 12:03:00.000000126,11.28428
2011-06-24 12:03:00.00000088,11.284626
2011-06-24 12:03:00.000000191,11.284142
2011-06-24 12:03:00.00000063,11.284386
2011-06-24 12:03:00.00000045,11.284317
2011-06-24 12:03:00.00000060,11.284534
2011-06-24 12:03:00.00000040,11.284259
2011-06-24 12:03:00.00000057,11.284527
2011-06-24 12:03:00.00000013,11.284382
2011-06-24 12:03:00.00000068,11.284569
2011-06-24 12:03:00.000000165,11.284247
2011-06-24 12:03:00.00000056,11.284428
2011-06-24 12:03:00.000000150,11.284121
2011-06-24 12:03:00.00000052,11.284351
2011-06-24 12:03:00.00000085,11.285362
2011-06-24 12:03:00.000000190,11.284338
2011-06-24 12:03:00.00000072,11.284175
2011-06-24 12:03:00.000000137,11.284258
2011-06-24 12:03:00.000000102,11.284337
2011-06-24 12:03:00.000000106,11.2842655
2011-06-24 12:03:00.000000118,11.2846
2011-06-24 12:03:00.00000046,11.284115
2011-06-24 12:03:00.000000110,11.284365
2011-06-24 12:03:00.000000181,11.284398
2011-06-24 12:03:00.000000194,11.284553
2011-06-24 12:03:00.00000061,11.284291
2011-06-24 12:03:00.0000001,11.284307
2011-06-24 12:03:00.00000087,11.284025
2011-06-24 12:03:00.00000066,11.284383
2011-06-24 12:03:00.000000146,11.284291
2011-06-24 12:03:00.000000149,11.284733
2011-06-24 12:03:00.00000038,11.284107
2011-06-24 12:03:00.000000196,11.284317
2011-06-24 12:03:00.00000093,11.284264
2011-06-24 12:03:00.000000170,11.284157
2011-06-24 12:03:00.000000168,11.284432
2011-06-24 12:03:00.0000002,11.284249
2011-06-24 12:03:00.00000042,11.284297
2014-06-15 07:06:00.0000006,11.28439
2014-06-15 07:06:00.00000037,11.284418
2014-06-15 07:06:00.00000025,11.284353
2014-06-15 07:06:00.0000008,11.284617
2014-06-15 07:06:00.00000036,11.285389
2014-06-15 07:06:00.00000042,11.284274
2014-06-15 07:06:00.00000033,11.284361
2014-06-15 07:06:00.00000013,11.284202
2014-06-15 07:06:00.00000035,11.284697
2014-06-15 07:06:00.00000030,11.284245
2014-06-15 07:06:00.00000024,11.284245
2014-06-15 07:06:00.00000031,11.284213
2014-06-15 07:06:00.0000009,11.284447
2014-06-15 07:06:00.00000039,11.284655
2014-06-15 07:06:00.00000010,11.284677
2014-06-15 07:06:00.00000019,11.2839775
2014-06-15 07:06:00.00000041,11.284122
2014-06-15 07:06:00.00000028,11.284666
2014-06-15 07:06:00.00000014,11.285367
2014-06-15 07:06:00.0000003,11.284614
2014-06-15 07:06:00.00000017,11.284684
2014-06-15 07:06:00.00000015,11.283949
2014-06-15 07:06:00.00000026,11.284391
2014-06-15 07:06:00.0000002,11.284821
2014-06-15 07:06:00.00000040,11.284106
2014-06-15 07:06:00.00000016,11.2843895
2014-06-06 16:22:20.0000003,11.2842245
2014-06-06 16:22:20.0000002,11.2842245
2015-05-30 21:29:04.0000004,11.284125
2015-05-30 21:29:04.0000007,11.284782
2015-05-30 21:29:04.0000003,11.284524
2015-05-30 21:29:04.0000001,11.284182
2009-10-26 12:01:36.0000001,11.284515
2009-10-26 12:01:36.0000002,11.284317
2009-10-26 12:01:36.0000005,11.284386
2009-10-26 12:01:36.0000003,11.284381
2013-02-02 15:45:08.0000003,11.284535
2013-02-02 15:45:08.0000001,11.284197
2013-02-02 15:45:08.0000002,11.284689
2015-04-15 06:47:04.0000001,11.284481
2015-04-15 06:47:04.0000002,11.284563
2010-12-14 23:27:36.0000001,11.284367
2009-03-05 11:03:04.0000002,11.284319
2009-03-05 11:03:04.0000001,11.284543
2013-07-18 12:23:40.0000003,11.284176
2013-07-18 12:23:40.0000002,11.284299
2013-07-18 12:23:40.0000001,11.284103
2014-04-14 13:48:32.0000004,11.284272
2014-04-14 13:48:32.0000003,11.284381
2014-08-18 05:33:08.0000001,11.284129
2012-01-28 03:14:28.0000001,11.284475
2009-09-14 02:19:00.00000014,11.284305
2009-09-14 02:19:00.00000035,11.284206
2009-09-14 02:19:00.00000040,11.284232
2009-09-14 02:19:00.00000031,11.284279
2009-09-14 02:19:00.0000003,11.28449
2009-09-14 02:19:00.00000025,11.284457
2009-09-14 02:19:00.0000008,11.284621
2009-09-14 02:19:00.00000024,11.284357
2009-09-14 02:19:00.00000021,11.284554
2009-09-14 02:19:00.00000036,11.284504
2009-09-14 02:19:00.0000009,11.284093
2009-09-14 02:19:00.0000001,11.284304
2009-09-14 02:19:00.00000018,11.284488
2009-09-14 02:19:00.00000039,11.284475
2009-09-14 02:19:00.0000002,11.284281
2009-09-14 02:19:00.00000038,11.28461
2009-09-14 02:19:00.00000020,11.284307
2009-09-14 02:19:00.00000028,11.284439
2009-09-14 02:19:00.00000026,11.284554
2009-09-14 02:19:00.00000017,11.284466
2009-09-14 02:19:00.00000030,11.28407
2009-09-14 02:19:00.00000016,11.284631
2009-09-14 02:19:00.0000006,11.284251
2009-09-14 02:19:00.0000007,11.2844095
2011-08-14 14:17:28.0000003,11.284264
2011-08-14 14:17:28.0000001,11.28439
2011-08-14 14:17:28.0000004,11.284113
2011-08-14 14:17:28.0000002,11.283766
2011-08-14 14:17:28.0000005,11.284384
2014-03-17 16:07:56.0000002,11.284602
2010-11-03 21:09:56.0000002,11.2842045
2010-11-03 21:09:56.0000001,11.284406
2012-12-11 23:37:08.0000002,11.284651
2012-12-11 23:37:08.0000005,11.284472
2012-12-11 23:37:08.0000004,11.284275
2012-12-11 23:37:08.0000006,11.284251
2012-12-11 23:37:08.0000003,11.284332
2012-12-11 23:37:08.0000001,11.284509
2015-06-24 14:19:52.0000001,11.284394
2015-06-24 14:19:52.0000002,11.285325
2015-06-24 14:19:52.0000004,11.284484
2010-08-21 22:21:32.0000004,11.284648
2011-02-19 10:20:28.0000003,11.284244
2011-02-19 10:20:28.0000002,11.283885
2011-02-19 10:20:28.0000001,11.284374
